"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[5369]","CONVERGENT MARGIN","ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / COOK","COOK ISLAND","-55","-55","-70","-70","SAE","","","s_COOK [5369]","ADAKITE [5369]","","","","","","","","","VOL","","","","","WR [5369] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.47","0.797","","","","0.70283","","","","","","","","","","","","","","","","","","","","","121380",
"[5372]","CONVERGENT MARGIN","ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / MOUNT BURNEY","","-52.33","-52.33","-73.47","-73.47","SAE","","","s_MB-14 [5372]","ADAKITE [5372]","","","","","","","","","VOL","","","","","WR [5372] ","63.07","0.49","","17.69","","","","4.5","5.81","2.8","0.1","","0.87","4.6","0.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7222","","10","2938","","13","","","","30","","","","","","","","10","624","6","74","3","","","","","","","","","","","","0.16","278","10.4","24.4","","11.6","2.4","1","","","","","","","1.36","0.16","2.5","","","","","","","","","","","","1.4","0.9","","","","0.70418","","","","","","","","","","","","","","","","","","","","","122690",
"[5372]","CONVERGENT MARGIN","ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / MOUNT BURNEY","","-52.33","-52.33","-73.47","-73.47","SAE","","","s_MB-7 [5372]","ADAKITE [5372]","","","","","","","","","VOL","","","","","WR [5372] ","64.17","0.43","","17.9","","","","4.03","5.79","2.26","0.09","","0.95","4.48","0.21","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7886","","10","2578","","24","","","","24","","","","","","","","12","626","4","86","3","","","","","","","","","","","","0.24","319","12.6","28.1","","12.3","2.6","0.9","","","","","","","1.23","0.18","2.6","0.2","","","","","","","","","","","1.7","0.7","","","","0.70415","","","","","","","","","","","","","","","","","","","","","122691",
"[5372]","CONVERGENT MARGIN","ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / MOUNT BURNEY","","-52.33","-52.33","-73.47","-73.47","SAE","","","s_MB-12 [5372]","ADAKITE [5372]","","","","","","","","","VOL","","","","","WR [5372] ","63.81","0.57","","18.01","","","","4.12","5.81","2.28","0","","0.95","4.46","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7886","","","3417","","","","","","","","","","","","","","15","605","11","","3","","","","","","","","","","","","0.23","300","10.1","21.9","","10.4","2.2","0.8","","","","","","","1.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122694",
"[5372]","CONVERGENT MARGIN","ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / MOUNT BURNEY","","-52.33","-52.33","-73.47","-73.47","SAE","","","s_MB-1 [5372]","ADAKITE [5372]","","","","","","","","","VOL","","","","","WR [5372] ","64.1","0.46","","18.14","","","","4.36","5.62","2.2","0.09","","0.79","4.33","0.03","0.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6558","","9","2758","64","11","","","","20","","61","","","","","","9","615","10","145","2","","","","","","","","","","","","0.25","260","10.7","22","","9.4","2.1","0.8","","","","","","","1.1","0.15","2.5","0.35","","","","","","","","","","","1.3","0.5","","","","","","","","","","","","","","","","","","","","","","","","","122695",
"[5736]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / OLD GROUP","","8.808","8.808","-82.543","-82.543","SAE","","","s_9-2B-86 [5736]","ADAKITE [5736]","","3000000 [5736]","","","","","","","VOL","","","","","WR [5736] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.6","0.4","2.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","126341",
"[3299][3521][3520]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / BATAN / IRAYA","","20.25","20.25","121.9","121.9","SAE","","","s_B42 [3299]","NOT GIVEN [3299] / ADAKITE [3521]","1090000 [3299]","1090000 [3299]","","","","","","","VOL","","","","","WR [3299] ","59.1","0.78","","16.4","","","","5.39","6.7","3.51","0.08","","2.69","3.75","0.35","","","","","","","","","","","","","","","","0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","1225","13.8","120","5.5","","","","","","","","","","","","","520","28.5","59","","31","","1.28","3.8","","2.4","","1.2","","1.1","","3.91","0.367","","","","","","","","","","","9.5","2.33","0.51251","","","0.70393","","","","","","","","","","","","","","","","","","","","","12641-B42",
"[3521]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","EAST MINDANAO","6","10","125","127","SAE","","","s_PH92-80 [3521]","ADAKITE [3521]","","","","","","","","","VOL","","","","","WR [3521] ","60","0.44","","18.15","","","","3.99","5.3","2.53","0.1","","2.47","4.76","0.2","","","","","","","","","","","","","","","","1.65","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","855","10","95","3.5","","","","","","","","","","","","","","10.6","","","","","","","","","","","","0.88","","2.54","0.236","","","","","","","","","","","2.05","1.1","","","","","","","","","","","","","","","","","","","","","","","","","12657-PH 92-80",
"[3521]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","EAST MINDANAO","6","10","125","127","SAE","","","s_PH93-91 [3521]","ADAKITE [3521]","","","","","","","","","VOL","","","","","WR [3521] ","63","0.4","","17.87","","","","3.35","4.84","1.71","0.1","","1.32","5","0.13","","","","","","","","","","","","","","","","1.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","8.6","81","2.2","","","","","","","","","","","","","","4.8","","","","","","","","","","","","0.75","","2.28","0.157","","","","","","","","","","","0.62","0.49","","","","","","","","","","","","","","","","","","","","","","","","","12657-PH 93-91",
"[3941][4096][3521]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","WEST MINDANAO, ZAMBOANGA PENINSULA","7","8.5","122","124","SAE","","","s_LW6 [3941]","ADAKITE [3941] / DACITE, CALC-ALKALINE [4096]","","","","","","","","","VOL","","","","","WR [3941] ","66.8","0.36","","17","","","","3.06","4.55","0.73","0.04","","1.32","4.25","0.18","","","","","","","","","","","","","","","","1.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","55","23","","","6","5","","","","","","","","29","570","11","106","4","","","","","","","","","","","","","288","16.2","28","","14","","0.6","","","1.8","","1.2","","0.88","","2.71","0.307","","","","","","","","","","","3.27","1.01","","","","","","","","","","","","","","","","","","","","","","","","","12659-LW 6",
"[3941][4096][3521]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","WEST MINDANAO, ZAMBOANGA PENINSULA","7","8.5","122","124","SAE","","","s_PH93-30 [3941]","ADAKITE [3941] / DACITE, CALC-ALKALINE [4096]","","","","","","","","","VOL","","","","","WR [3941] ","58.8","0.92","","17.2","","","","5.23","7","2.61","0.07","","1.7","4.48","0.44","","","","","","","","","","","","","","","","0.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","170","13","","","25","16","","","","","","","","19.8","1400","11.4","93","5.8","","","","","","","","","","","","","243","19.9","44","","26","","1.2","","","2.1","","1","","0.85","","3.24","0.354","","","","","","","","","","","4.59","1.07","","","","","","","","","","","","","","","","","","","","","","","","","12659-PH 93-30",
"[21775]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR SW ADAKITE","NORTHWESTERN JUNGGAR","47","47","85","85","SAE","","","s_HEBUKESAIRSW-01 [21775]","ADAKITE [21775]","","","","PALEOZOIC [21775]","","","","","PLU","","","","","WR [21775] ","65.37","0.51","","15.24","","","","4","3.18","1.75","0.1","","4.38","3.54","0.16","","","","","","","","","","","","","","","","1.32","","","","","","","","","","","","","","14.4","1.63","","","","","","","","","","","","","12.1","","85","18","","","10","9.7","37","38","14.55","0.18","4.7","","","125","406","16","94.4","8.4","1.19","","","","0.03","0.04","0.037","1.2","0.63","","","4.73","720","22","46.9","4.94","19.3","3.87","0.85","3.27","0.47","2.9","0.59","1.67","0.26","1.79","0.28","2.8","0.66","1.3","","","","","","","0.54","15.8","0.21","13.1","2","0.512847","","","0.7069","","","","","","","","","","","","","","","","","","","","","1280645",
"[21775]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR SW ADAKITE","NORTHWESTERN JUNGGAR","47","47","85","85","SAE","","","s_HEBUKESAIRSW-02 [21775]","ADAKITE [21775]","","","","PALEOZOIC [21775]","","","","","PLU","","","","","WR [21775] ","65.46","0.51","","15.27","","","","4.16","2.96","1.79","0.1","","4.5","3.55","0.17","","","","","","","","","","","","","","","","1.25","","","","","","","","","","","","","","14.1","1.54","","","","","","","","","","","","","12.3","","89","20","","","10.6","8.2","45.8","42","14.55","0.23","1.9","","","133.5","443","15","81.2","7.8","1.04","","","","0.04","0.04","0.035","1.1","0.44","","","5.34","760","22.9","48.3","4.95","19.4","3.77","0.86","3.03","0.44","2.65","0.53","1.51","0.24","1.57","0.26","2.4","0.58","1.4","","","","","","","0.55","16.2","0.28","11.05","1.8","0.512846","","","0.7067","","","","","","","","","","","","","","","","","","","","","1280646",
"[21775]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR SW ADAKITE","NORTHWESTERN JUNGGAR","47","47","85","85","SAE","","","s_HEBUKESAIRSW-03 [21775]","ADAKITE [21775]","","","","PALEOZOIC [21775]","","","","","PLU","","","","","WR [21775] ","65.52","0.48","","15.18","","","","3.75","2.99","1.7","0.09","","4.41","3.56","0.15","","","","","","","","","","","","","","","","1.51","","","","","","","","","","","","","","14.8","1.47","","","","","","","","","","","","","10.4","","82","22","","","9.9","7","37.3","34","14.05","0.19","3.5","","","125","406","13.8","73.1","7.3","1.18","","","","0.02","0.02","0.031","1","0.43","","","4.81","740","20.7","42.9","4.47","16.9","3.42","0.83","2.82","0.42","2.47","0.49","1.47","0.22","1.51","0.23","2.3","0.54","1","","","","","","","0.55","14.4","0.28","10.7","1.9","0.512843","","","0.7068","","","","","","","","","","","","","","","","","","","","","1280647",
"[21775]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR SW ADAKITE","NORTHWESTERN JUNGGAR","47","47","85","85","SAE","","","s_HEBUKESAIRSW-04 [21775]","ADAKITE [21775]","","","","PALEOZOIC [21775]","","","","","PLU","","","","","WR [21775] ","65.53","0.49","","15.26","","","","4.08","3.28","1.77","0.09","","4.32","3.46","0.16","","","","","","","","","","","","","","","","1.09","","","","","","","","","","","","","","12.9","1.51","","","","","","","","","","","","","11.7","","86","20","","","10.3","8.2","36.2","35","14.7","0.22","2.9","","","124","412","14.7","78.2","7.9","0.99","","","","0.05","0.02","0.031","1.2","0.51","","","4.37","740","22.1","46.5","4.83","18.6","3.63","0.85","2.96","0.44","2.56","0.51","1.54","0.24","1.58","0.25","2.4","0.6","1.1","","","","","","","0.52","14.8","0.23","10.95","1.8","0.512844","","","0.7068","","","","","","","","","","","","","","","","","","","","","1280648",
"[21775]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR N ADAKITE","NORTHWESTERN JUNGGAR","47","47","85","85","SAE","","","s_HEBUKESAIRN-01 [21775]","ADAKITE [21775]","","","","PALEOZOIC [21775]","","","","","PLU","","","","","WR [21775] ","60.78","0.81","","16.74","","","","5.37","4.49","2.7","0.09","","3.27","4.23","0.25","","","","","","","","","","","","","","","","1.27","","","","","","","","","","","","","","13.2","1.51","","","","","","","","","","","","","11.9","","110","45","","","16","23","50.6","54","19.2","0.27","22.6","","","59.9","727","15.4","13.3","10.6","1.22","","","","0.05","0.04","0.043","1.6","0.37","","","1.17","580","23.1","51.2","6.11","25.3","4.73","1.08","3.73","0.5","3.06","0.58","1.64","0.24","1.53","0.23","0.8","0.69","0.4","","","","","","","0.22","7.7","0.19","6.46","2.2","0.512882","","","0.7036","","","","","","","","","","","","","","","","","","","","","1280649",
"[21775]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR N ADAKITE","NORTHWESTERN JUNGGAR","47","47","85","85","SAE","","","s_HEBUKESAIRN-02 [21775]","ADAKITE [21775]","","","","PALEOZOIC [21775]","","","","","PLU","","","","","WR [21775] ","60.65","0.78","","16.78","","","","5.04","4.57","2.54","0.09","","3.06","4.31","0.25","","","","","","","","","","","","","","","","1.3","","","","","","","","","","","","","","12.9","1.68","","","","","","","","","","","","","12.2","","107","44","","","15.3","22","59.2","54","19.95","0.28","4.5","","","57.2","751","15.2","15.1","10.8","1.22","","","","0.07","0.04","0.048","1.6","0.84","","","1.09","560","23.7","52.6","6.22","25","4.82","1.11","3.77","0.51","2.99","0.57","1.66","0.24","1.53","0.24","0.9","0.69","0.4","","","","","","","0.23","8.2","0.06","6.7","2.3","0.51288","","","0.7035","","","","","","","","","","","","","","","","","","","","","1280650",
"[21775]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR N ADAKITE","NORTHWESTERN JUNGGAR","47","47","85","85","SAE","","","s_HEBUKESAIRN-03 [21775]","ADAKITE [21775]","","","","PALEOZOIC [21775]","","","","","PLU","","","","","WR [21775] ","62.03","0.72","","15.8","","","","4.72","3.3","2.36","0.08","","3.98","4.32","0.23","","","","","","","","","","","","","","","","1.66","","","","","","","","","","","","","","13","1.38","","","","","","","","","","","","","10.8","","97","39","","","13.4","19.8","11.3","42","16.65","0.3","29.8","","","85.7","626","16.4","14.3","10.8","1.35","","","","0.01","","0.03","1.7","0.42","","","1.29","680","23","53","6.38","25.6","5.06","1.08","3.86","0.53","3.16","0.61","1.71","0.25","1.63","0.25","0.9","0.76","0.5","","","","","","","0.33","7.4","0.41","9.31","2.3","0.512881","","","0.7037","","","","","","","","","","","","","","","","","","","","","1280651",
"[21775]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / XINJIANG PROVINCE / HEBUKESAIR N ADAKITE","NORTHWESTERN JUNGGAR","47","47","85","85","SAE","","","s_HEBUKESAIRN-04 [21775]","ADAKITE [21775]","","","","PALEOZOIC [21775]","","","","","PLU","","","","","WR [21775] ","62.35","0.67","","16.2","","","","4.5","2.8","2.21","0.08","","4.14","4.38","0.21","","","","","","","","","","","","","","","","1.49","","","","","","","","","","","","","","13.4","1.34","","","","","","","","","","","","","10.1","","91","40","","","12.3","18.5","10","42","17","0.29","93.5","","","99.9","719","15.6","11.4","9.7","1.34","","","","0.01","","0.031","1.7","0.5","","","1.38","770","23.9","53.1","6.35","25.1","4.7","1.07","3.76","0.52","3.05","0.59","1.66","0.23","1.49","0.23","0.8","0.74","0.6","","","","","","","0.33","7.7","1.29","6.3","2","0.512878","","","0.7036","","","","","","","","","","","","","","","","","","","","","1280652",
"[5372][4346]","CONVERGENT MARGIN","ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / MOUNT BURNEY","","-52.33","-52.33","-73.47","-73.47","SAE","","","s_MB-21P [5372]","ADAKITE [5372] / DACITE [4346]","","","","QUATERNARY [4346]","","","","","VOL","","","","","WR [5372] ","69.49","0.34","","18.25","","","","3.45","5.39","2.15","0.8","","0.93","4.71","0.21","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7720","","8","2038","","12","","","","20","","","","","","","","11.4","563","6","74","3","","","","","","","","","","","","0.28","295","10.5","22.8","","10.1","2.07","0.8","","","","","","","0.89","0.18","2.4","0.4","","","","","","","","","","","1","0","0.51276","","","0.70406","","","","","","","","","","","","","","","","","","","","","16517-MB-21P",
"[5372][4346]","CONVERGENT MARGIN","ANDEAN ARC / AUSTRAL VOLCANIC ZONE / CHILE / MOUNT BURNEY","","-52.33","-52.33","-73.47","-73.47","SAE","","","s_MB-9 [5372]","ADAKITE [5372] / DACITE [4346]","","","","QUATERNARY [4346]","","","","","VOL","","","","","WR [5372] ","64.53","0.42","","17.33","","","","3.85","5.5","2.18","0.09","","1.08","4.21","0.2","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8965","","9","2518","","21","","","","21","","","","","","","","12.9","594","6","83","3","","","","","","","","","","","","0.32","324","14","28.3","","12.6","2.48","0.9","","","","","","","0.99","0.2","2.4","0.21","","","","","","","","","","","1.5","0.3","0.51275","","","0.70426","","18.69","","15.6","","38.48","","","","","","","","","","","","","","","16517-MB-9",
"[5575]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HEMLO-BLACK RIVER ASSEMBLAGE","","48.6","48.6","-87.85","-87.85","SAE","","","s_HE3 [5575]","ADAKITE [5575]","","","","ARCHEAN [5575]","","","","","VOL","","","","","WR [5575] ","69.2","1.02","","14.4","","","","3.24","3.5","1.9","0.06","","1.6","4.6","0.1","","","","","","","","","","","","","","","","2.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","48","110","","","","33","","","","","","","","43","298","14","153","8.28","","","","","","","","","","","","1.38","658","25.4","53.5","5.9","21.5","3.82","0.94","3.23","0.43","2.55","0.44","1.32","0.2","1.28","0.18","4.31","0.64","","","","","","","","","","","6.33","1.01","","","","","","","","","","","","","","","","","","","","","","","","","168935",
"[5575]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / WAWA GREENSTONE BELT / SCHREIBER-HEMLO BELT / HEMLO-BLACK RIVER ASSEMBLAGE","","48.6","48.6","-87.85","-87.85","SAE","","","s_HE96-1 [5575]","ADAKITE [5575]","","","","ARCHEAN [5575]","","","","","VOL","","","","","WR [5575] ","74.3","0.26","","14.4","","","","1.71","1.1","0.9","0.01","","1.4","5.6","0.1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","21","29","","","8","19","","","","","","","","25","260","3","84","1.55","","","","","","","","","","","","0.59","354","5","10.8","1.23","4.7","0.97","0.313","0.8","0.101","0.5","0.1","0.27","0.04","0.2","0.03","2.61","0.12","","","","","","","","","","","0.818","0.273","","","","","","","","","","","","","","","","","","","","","","","","","168936",
